Question,Option_1,Option_2,Option_3,Option_4,Explanation,Type,File,Country,Category,Wikipedia,Answer_Type,False_type
Which Jewish community leader both founded the first Reform synagogue in the United States and established the largest Kosher food producer in the 19th century?,Rabbi Isaac Meyer Wise,Jacob Solis-Cohen,Chaim Salomon,I don't know,"The question has a false premise that a single Jewish leader founded both a Reform synagogue and a major Kosher food producer. In reality, these were separate individuals and accomplishments.",Intersection,5_Judaism_in_the_United_States,United_States,Religion,https://en.wikipedia.org/wiki/Judaism_in_the_United_States,Person,Event
Which Taoist monk both captured the mythical Nian beast and established the traditions of wearing red and lighting firecrackers during Chinese New Year in the 10th century?,I don't know,Laozi,Master Xuan,Hongjun Laozu,The traditions of wearing red and lighting firecrackers during Chinese New Year were not established by a single Taoist monk in the 10th century. These traditions evolved over time and were practiced much earlier.,Intersection,6_Chinese_New_Year,China,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Chinese_New_Year,Person,Event
Which Chinese emperor first established the Laba Festival and mandated the consumption of Laba congee during the Tang dynasty?,Qin Shi Huang,Emperor Xuanzong,Emperor Taizong,I don't know,"The Laba Festival was not established by a single emperor, but rather its origins can be traced back to ancient Chinese traditions and its association with Buddhism. The Tang dynasty did not play a role in the establishment of the festival.",Intersection,9_Laba_Festival,China,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Laba_Festival,Person,Event
Which Chinese emperor first promoted drinking chrysanthemum wine and wearing the zhuyu plant during the Chongyang Festival in the 2nd century AD?,Emperor Gaozu of Han,Emperor Wu of Han,Emperor Ming of Han,I don't know,"The origins of the Chongyang Festival traditions of drinking chrysanthemum wine and wearing zhuyu plant date back earlier than the Han dynasty, not initiated by any specific emperor.",Intersection,10_Chongyang_Festival,China,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Chongyang_Festival,Person,Event
Which French monarch both abolished feudalism and presided over the Fête de la Fédération celebration in 1790?,Charles X,I don't know,Napoleon Bonaparte,Louis XVI,"The false premise in this question is that the French monarch who abolished feudalism also presided over the Fête de la Fédération in 1790. In reality, feudalism was abolished in 1789, shortly after the Storming of the Bastille, while the Fête de la Fédération celebration took place in 1790 and was not presided over by the French monarch.",Intersection,1_Bastille_Day,France,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Bastille_Day,Person,Event
Which French king both celebrated the lifting of the Siege of Orléans and also declared Victory in Europe Day on May 8th?,Charles V,Louis XIV,Henry IV,I don't know,"The Siege of Orléans was lifted in 1429 during the Hundred Years' War, long before Victory in Europe Day was declared. No French king declared Victory in Europe Day, as it was declared by the Allies.",Intersection,3_Victory_in_Europe_Day,France,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Victory_in_Europe_Day,Person,Event
Which French playwright both founded the Avignon Festival in 1947 and also directed the festival until their death in 1969?,Samuel Beckett,Jean Vilar,Jean Négroni,I don't know,"The false premise is that the same person both founded the Avignon Festival in 1947 and directed it until their death in 1971. In reality, Jean Vilar founded the festival in 1947, but he directed it only until his death in 1971, not until 1971.",Intersection,8_Festival_d_Avignon,France,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Festival_d_Avignon,Person,Event
Which French cyclist won the Tour de France and also performed in a traditional Bastille Day parade on the Champs-Élysées in Paris?,Eddy Merckx,Bernard Hinault,Maurice Garin,I don't know,"The Tour de France does not have any connection to the Bastille Day celebrations in France. The race is held in July, but it does not involve any traditional parades or performances on the Champs-Élysées.",Intersection,12_Tour_de_France,France,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Tour_de_France,Person,Event
Which Bavarian monarch both commissioned the construction of the Bavaria statue and officially opened the first Oktoberfest celebration in Munich in 1810?,King Otto I,King Maximilian I Joseph,I don't know,King Ludwig I,"The Bavaria statue was not commissioned by a Bavarian monarch, but rather designed by Leo von Klenze and Ludwig Michael Schwanthaler. Additionally, the first Oktoberfest celebration was not officially opened by a Bavarian monarch in 1810, but rather started as a celebration of the marriage of Crown Prince Ludwig and Princess Therese.",Intersection,6_Oktoberfest,Germany,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Oktoberfest,Person,Event
Which Iranian festival celebrates the god of rain's victory over the drought-inducing demon and involves releasing sprouted greens into moving water on the 13th day of Farvardin?,Sizdah Bedar,I don't know,Nowruz,Chaharshanbeh Suri,"The passage states that Sizdah Bedar is celebrated on the 13th day of Farvardin, the first month of the Iranian calendar, and involves releasing sprouted greens into moving water. However, it does not directly state that the festival celebrates the god of rain's victory over a drought-inducing demon.",Intersection,7_Sizdah_Bedar,Iran,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Sizdah_Bedar,Event,Event
Which Iranian architect both designed the golden-domed Tirgan temple and incorporated Zoroastrian symbols in its facade in the 10th century?,Yahya Zoroastrian,I don't know,Nader Khalili,Ahmad Ahmadi,"The Tirgan festival is not associated with any specific temple or architecture, and it does not have a golden-domed temple. The Tirgan festival is an ancient Iranian tradition, but it does not have a specific architectural structure associated with it.",Intersection,10_Tirgan,Iran,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Tirgan,Person,Event
Which Muslim leader both organized Ashura celebrations in Sunni Islam and led the Shia mourning of Husayn's death at Karbala?,Yazid ibn Mu'awiya,Muhammad,Ali ibn Abi Talib,I don't know,"The question has a false premise because Yazid ibn Mu'awiya, the Umayyad caliph, led the army that killed Husayn ibn Ali at Karbala, an event mourned by Shia Muslims. He did not organize Ashura celebrations in Sunni Islam.",Intersection,11_Ashura,Iran,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Ashura,Person,Event
Which Islamic tradition both celebrates Ashura as a joyous occasion and forbids fasting on this day?,Sufism,I don't know,Shia Islam,Sunni Islam,"The question has a false premise because Sunni Islam celebrates Ashura as a joyous occasion, while Shia Islam forbids fasting and observes it as a day of mourning for Husayn's death.",Comparison,11_Ashura,Iran,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Ashura,Group_or_Org,Event
"Which Sasanian-era item, associated with longevity and greenness, was displayed on the Haft Shin table alongside the other symbolic items for Nowruz celebrations?",Shaqayegh (anemones),Shakh-e-Nabat (plant branches),Shamshad (boxwood),I don't know,"The question assumes that the Haft Shin table existed during the Sasanian era, which is false. The Haft Shin table was used before the advent of Islam, not specifically during the Sasanian era.",Intersection,14_Haft-sin,Iran,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Haft-sin,Common_noun,Event
Which painter designed the Italia turrita symbol and used it in the 1946 Italian referendum campaign to represent the republic?,Giorgio Vasari,Piero della Francesca,Agnolo Bronzino,I don't know,"The Italia turrita symbol was not designed by a single painter, but rather represents a longstanding allegorical personification of Italy. It was used in the 1946 referendum campaign, but not specifically designed for it.",Intersection,1_Festa_della_Repubblica,Italy,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Festa_della_Repubblica,Person,Event
"Which Italian composer both founded the Festival dei Due Mondi in 1958 and held a third installment of the Spoleto Festival in Melbourne, Australia in 1990?",Gian Carlo Menotti,Antonio Salieri,Giuseppe Verdi,I don't know,"The Festival dei Due Mondi was founded by Gian Carlo Menotti in 1958, but there is no evidence that he held a third installment of the Spoleto Festival in Melbourne in 1990. The Melbourne festival was a separate event that changed its name in 1990.",Intersection,8_Festival_dei_Due_Mondi,Italy,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/Festival_dei_Due_Mondi,Person,Event
Which female monarch of England officially declared 23 April a national holiday to be celebrated on par with Christmas?,I don't know,Queen Victoria,Queen Elizabeth I,Queen Anne,"There is no evidence that any monarch of England officially declared St. George's Day a national holiday to be celebrated on par with Christmas. The facts state that St. George's Day was a major feast and national holiday in England on par with Christmas from the early 15th century, but do not mention any monarch making an official declaration to that effect.",Intersection,1_St._George_s_Day,United_Kingdom,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/St._George_s_Day,Person,Event
What was the brand of haggis served at the holiday on 30 November held at Balmoral Castle in 1986?,Lorne,I don't know,Macsween,Stahly,There is no evidence of an annual St. Andrew's Day celebration being held at Balmoral Castle. The false premise is that such an event took place at that location.,Temporal,2_St._Andrew_s_Day,United_Kingdom,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/St._Andrew_s_Day,Food_Drink,Event
